##### MuCjam al-buldan 
الآبار	بِئْر
جذمان	جِذْم
جذم	جَذَم-ُِ,جِذْم,جَذِم-َ
جذيذ	NOTFOUND
جذيمة	NOTFOUND
جراباذ	NOTFOUND
جراب	جِراب,جُراب
جراح	جُرْح,جَرّاح
جراد	جَراد
الجرادة	جَراد
الجرادي	NOTFOUND
جرار	جَرَّة,جَرّار
الجرارة	جَرّار
جراز	NOTFOUND
جراف	NOTFOUND
جرام	جرام
جراميز	جَرامِز
جراوة	NOTFOUND
جوارة	جِوار
الجروي	NOTFOUND
الجرباء	أَجْرَب
جرباذقان	NOTFOUND
جرب	أَجْرَب,جِراب,جَرَّب,جَرِب-َ,جَرَب,جَرِب
الجربتان	جَرِب
جربث	NOTFOUND
جربست	NOTFOUND
جربة	أَجْرَب,جِراب,جَرَّب,جَرَب,جَرِب
جربى	أَجْرَب,جِراب,جَرَب,جَرِب
جرت	جار,جَرَى-ِ,جَرّ
جرثم	NOTFOUND
جرجا	NOTFOUND
جرجان	NOTFOUND
الجرجانية	NOTFOUND
جرج	NOTFOUND
جرجرايا	NOTFOUND
جرجسار	NOTFOUND
جرجنبان	NOTFOUND
الجرجومة	NOTFOUND
جرجير	جِرْجِير
جرجين	NOTFOUND
جرحة	جُرْح,جَرَح-َ,جَرَّح
جرخان	NOTFOUND
جرخبند	NOTFOUND
جردان	NOTFOUND
جرد	جَرِد,جَرَّد,جَرْد,جَرَد
الجرد	جَرِد,جَرْد
الجردة	NOTFOUND
جردوس	NOTFOUND
جرذقيل	NOTFOUND
الجر	جَرّ
جرزان	NOTFOUND
جرزوان	NOTFOUND
جرزة	جَرَز,جُرْزَة
جرسيف	NOTFOUND
جرش	جَرْش,جَرَش
الجرع	NOTFOUND
الجرعة	جُرْعَة
جرفاء	NOTFOUND
الجرف	جُرْف,جَرْف
جرفاء	NOTFOUND
الجرفة	NOTFOUND
جرقوه	NOTFOUND
جركان	NOTFOUND
جرماز	NOTFOUND
جرمانا	جِرْم,جَرْم,جَرَم-ِ,جَرَّم
جرمانس	NOTFOUND
جرمق	NOTFOUND
جرم	جِرْم,جَرْم,جُرْم,جَرَم-ِ,جَرَّم
جرمة	جِرْم,جَرْم,جُرْم,جَرَم-ِ,جَرَّم
جرميذان	NOTFOUND
جرميهن	جِرْم,جَرْم
جرنبة	NOTFOUND
جرنى	جُرْن,جَرّ
جرواءان	NOTFOUND
جرواتكن	NOTFOUND
جرود	جَرِد
جرور	NOTFOUND
جروز	NOTFOUND
جروس	NOTFOUND
الجرولة	NOTFOUND
جرهد	NOTFOUND
جره	جُرَّة,جَرَّة,جَرّ
جريب	جَرِيب
الجريب	جَرِيب
جريرا	NOTFOUND
جرير	جَرِير
الجريرة	جَرِيرَة
الجريسات	NOTFOUND
الجريسي	NOTFOUND
جرين	جَرَى-ِ
جرى	جَرْي,جَرَى-ِ,جَرّ
جزاز	جَزّاز
جزء	جُزْء
الجزائر	جَزائِر
جزباران	NOTFOUND
جزب	NOTFOUND
جزجز	NOTFOUND
الجزر	جَزْر,جَزِيرَة,جَزَر
جزرة	جَزْر,جَزِيرَة,جَزَر,جَزَر-ِ,جَزْرَة
جز	جَزّ
جزل	جَزْل,جَزُل
جزنق	NOTFOUND
جزه	جَزّ,جِزَّة
جزة	جَزّ,جِزَّة
الجزيرة	جَزِيرَة
الجزيز	NOTFOUND
جسداء	NOTFOUND
الجسر	جِسْر
الجسرة	جَسْرَة
جسرين	جِسْر
جشر	NOTFOUND
جش	جَشّ
جشم	جَشِم-َ,جَشَّم
جطا	NOTFOUND
جطين	NOTFOUND
جعبر	NOTFOUND
جعران	جِعْران
الجعرانة	NOTFOUND
الجعفري	جَعْفَرِيّ
الجعفرية	NOTFOUND
جعفي	NOTFOUND
الجعموسة	NOTFOUND
جغانيان	NOTFOUND
الجفار	NOTFOUND
جفجف	NOTFOUND
الجفران	NOTFOUND
الجفرتان	جُفْرَة
الجفر	جَفْر,جُفْرَة
الجفرة	جُفْرَة
جفلوذ	NOTFOUND
جفن	جَفْن
جفير	NOTFOUND
الجفير	NOTFOUND
جكان	NOTFOUND
جكل	NOTFOUND
جكران	NOTFOUND
جلاباذ	NOTFOUND
جلاب	جُلاب,جُلّاب,جَلّاب
جلاجيل	NOTFOUND
جلالاباذ	NOTFOUND
جلال	جَلال
الجلاميد	جُلْمُود
الجلانية	NOTFOUND
جلاوند	NOTFOUND
جلاهيد	NOTFOUND
جلباط	NOTFOUND
جلب	جَلْب,جَلَّب,جَلَب-ُِ,جَلَب
جلجل	جَلْجَل,جُلْجُل
الجلجاء	NOTFOUND
جلح	أَجْلَح,جَلِح-َ
جلخباقان	NOTFOUND
جلختجان	NOTFOUND
جلذان	NOTFOUND
الجلسد	NOTFOUND
جلس	جَلَس-ِ
الجلس	NOTFOUND
جلصورى	NOTFOUND
الجلعب	NOTFOUND
جلعد	NOTFOUND
جلفار	NOTFOUND
جلفر	NOTFOUND
جلق	جِلِّق
جلك	جَلّ,جُلّ
جللتا	جَلَل,جَلَّل
الجلل	جَلَل,جُلَّى
الجل	جَلّ,جُلّ
جلمائرد	NOTFOUND
جلواباذ	NOTFOUND
جلود	جَلُود
جلولاء	NOTFOUND
جلولتين	NOTFOUND
جلوة	جَلا,جَلَى-ِ,جِلْوَة,جَلَّى
الجلهمتان	NOTFOUND
جليانة	جَلَيان
جليجل	NOTFOUND
جليقية	NOTFOUND
الجليل	جَلِيل
جلية	جَلِيّ,جَلِيَّة,جُلّ
الجماء	NOTFOUND
الجماجم	جُمْجُمَة
جماجم	جُمْجُمَة
جماجمو	NOTFOUND
الجماح	جِماح
جمار	جُمّار
جماز	NOTFOUND
جماعيل	NOTFOUND
جمال	جَمال,جَمّال,جَمَل
جمان	جُمان,جَمّ
جمانة	جُمان,جُمانَة
الجماهرية	NOTFOUND
جماهير	جُمْهُور
الجمح	NOTFOUND
الجمحة	NOTFOUND
جمدان	NOTFOUND
الجمد	جَمْد
جمران	NOTFOUND
الجمرة	جَمْر
جمريس	NOTFOUND
جمز	NOTFOUND
جمع	جَمَع-َ,جَمَّع,جَمْع
جمل	جَمَّل,جُمْلَة,جَمُل,جَمَل
جم	جَمّ,جَمّ-ُِ
الجمن	أَلْجَم
الجمومان	NOTFOUND
الجموم	NOTFOUND
الجمهور	جُمْهُور
الجميش	NOTFOUND
الجميعى	NOTFOUND
جميل	جَمِيل
جناب	جَناب
الجناب	جَناب
جنابذ	NOTFOUND
جنابة	جَناب,جَنابَة
الجناح	جُناح,جَناح
الجنادل	جَنْدَل
جنارة	NOTFOUND
جناشك	NOTFOUND
جنان	جَنَّة
جنباء	NOTFOUND
جنب	جَنَب,جَنْب,جَنَّب,جَنْبَ
جنبذ	NOTFOUND
جنبل	NOTFOUND
جنبلاء	NOTFOUND
جنثاء	NOTFOUND
جنجان	NOTFOUND
جمجروذ	NOTFOUND
جنجرة	NOTFOUND
جنجيال	NOTFOUND
جنجيلة	NOTFOUND
جند	جُنْد,جَنَّد
الجند	جُنْد
جندع	NOTFOUND
جندفرح	NOTFOUND
جندفرقان	NOTFOUND
جندف	NOTFOUND
جندويه	NOTFOUND
جندة	جُنْد,جَنَّد
جنديوخسره	NOTFOUND
جنديسابور	NOTFOUND
جنديشاهبور	NOTFOUND
جندين	NOTFOUND
جنزوذ	NOTFOUND
جنزروذ	NOTFOUND
الجنزرة	NOTFOUND
جنزة	جَنَّز
جنش	NOTFOUND
جنقان	NOTFOUND
الجنوب	جَنُوب
جنوجرد	NOTFOUND
الجنوقة	NOTFOUND
الجنيد	NOTFOUND
الجنينة	جُنَيْنَة
الجواء	جَوّ
الجوابة	NOTFOUND
جواثاء	NOTFOUND
جوادة	جَواد
الجوار	جِوار
جوالى	جالِيَة,جَوّال,جُوال
الجوانب	جانِب
جواندان	NOTFOUND
جوانكان	NOTFOUND
الجوانية	جُوّانِيّ,جُوّانِيَّة
الجوءة	NOTFOUND
جوبار	NOTFOUND
جوبان	NOTFOUND
جوب	جَوْب
جوبر	NOTFOUND
جوبرقان	NOTFOUND
جوبرة	NOTFOUND
جوبق	NOTFOUND
جوبه	جَوْب,جَوْبَة
جوبيناباذ	NOTFOUND
جوثاء	NOTFOUND
جوجر	NOTFOUND
جوخاء	NOTFOUND
جوخا	جُوخ
جوخان	NOTFOUND
الجود	NOTFOUND
جودة	جَوْدَة
الجودي	NOTFOUND
جوذرز	NOTFOUND
جوذقان	NOTFOUND
جوذمه	NOTFOUND
جورأب	NOTFOUND
جوران	NOTFOUND
جوربذ	NOTFOUND
جورتان	جُورَة
جورجير	NOTFOUND
جور	جُورَة,جَوْر
جوزان	جَوْز
جوزجانان	NOTFOUND
جوزدان	NOTFOUND
جوزران	NOTFOUND
الجوز	جَوْز
جوز	جَوْز,جَوَّز
جوزفلق	NOTFOUND
جوزقان	NOTFOUND
الجوزقان	NOTFOUND
جوزق	NOTFOUND
جوزه	جَوْز,جَوَّز
جوسقان	جَوْسَق
الجوسق	جَوْسَق
جوسية	NOTFOUND
جوش	NOTFOUND
جوشن	NOTFOUND
الجوشنية	NOTFOUND
جوغان	NOTFOUND
الجوفاء	أَجْوَف
جوفر	NOTFOUND
جوف	جَوْف,جَوَّف,أَجْوَف
الجوف	جَوْف,أَجْوَف
الجوف	جَوْف,أَجْوَف
الجولان	جَوْلان,جَوَلان
جوكان	NOTFOUND
جولى	جُولِي
جومل	NOTFOUND
الجومة	NOTFOUND
جومة	NOTFOUND
الجوونان	NOTFOUND
جونب	NOTFOUND
جونة	جُون
جونية	جُونِيَة
الجو	جَوّ
جو	جَوّ,جُو
الجوة	NOTFOUND
جوهة	NOTFOUND
جويبار	NOTFOUND
جويبار	NOTFOUND
الجويث	NOTFOUND
جويخان	NOTFOUND
جويك	جَوِّيّ
جويم	NOTFOUND
جوين	جَوِي-َ
الجوي	جَوَى,جَوِّيّ
جهار	جِهار
جهران	NOTFOUND
جهجوه	NOTFOUND
جهرم	NOTFOUND
الجهضمية	NOTFOUND
جهوذانك	NOTFOUND
جهوذان	NOTFOUND
جهور	جَهْوَر
جهينة	جُهَيْنَة,جَهِي-َ
جياد	جَيِّد
الجيار	جَيّار
جيار	جَيّار
جياسر	NOTFOUND
الجياف	NOTFOUND
جيان	NOTFOUND
الجيب	جِيْب,جَيْب
جيجل	NOTFOUND
جيحان	NOTFOUND
جيجون	NOTFOUND
جيخن	NOTFOUND
الجيدور	NOTFOUND
جيدة	جَيِّد
جيذا	NOTFOUND
جيراخشت	NOTFOUND
جيران	جار
جير	جَيَّر,جِير
جيرفت	NOTFOUND
جيرامزدان	NOTFOUND
جيرم	NOTFOUND
جيرنج	NOTFOUND
جيرنخجير	NOTFOUND
جيروت	NOTFOUND
جيرون	NOTFOUND
جيرة	جِيرَة,جَيَّر,جِير
جيزاباذ	NOTFOUND
الجيزة	جِيزَة
جيشان	جَيْش,جَيَشان
جيشبر	NOTFOUND
الجيش	جَيْش
الجيفان	NOTFOUND
الجيفة	جِيفَة
جيكان	NOTFOUND
جيلاباذ	NOTFOUND
جيلان	جِيل
الجيل	جِيل
جيلة	جِيل
جينانجكث	NOTFOUND
جينين	جِين
جيهان	جِيهان
جي	جِي
حابس	NOTFOUND
الحاتمية	NOTFOUND
حاج	حاجّ
الحاجر	NOTFOUND
حاجة	حاجَة,حاجّ
الحاذ	NOTFOUND
حارم	NOTFOUND
حارة	حارَة,حارّ,حار
حازة	حاز,حاز-ِ
حاس	NOTFOUND
حاسم	حاسِم
حاصورا	NOTFOUND
الحاضر	حاضِر
الحاضرة	حاضِر,حاضِرَة
حاطب	حاطِب
الحاطمة	حاطِم
حافد	NOTFOUND
حافر	حافِر
الحاكة	حائِك
الحال	حال
حامر	NOTFOUND
الحامرة	NOTFOUND
حاني	حان
الحامضة	حامِض
الحاير	NOTFOUND
الحائر	حائِر
الحائط	حائِط
حائل	حائِل
حباباء	NOTFOUND
الحبابية	NOTFOUND
الحباحب	حُباحِب
حباران	NOTFOUND
حباشة	NOTFOUND
حبال	حَبْل
حبان	NOTFOUND
حبانية	NOTFOUND
حب	حَبّ,حَبّ-ِ,حُبّ
حبتون	NOTFOUND
الحبج	NOTFOUND
حبجرى	NOTFOUND
حبران	NOTFOUND
حبر	حَبْر,حَبَّر,حَبِر-َ,حِبْر,حَبَر
حبرون	NOTFOUND
حبرة	حَبْر,حَبَرَة,حَبَّر,حِبْر,حَبَر
حبرير	NOTFOUND
حبسان	حِبْس
حبس	حَبْس,حِبْس,حَبَس-ِ
الحبس	حَبْس,حِبْس
حبش	حَبَش
حبشي	حَبَشِيّ,حَبَش
حبشى	حَبَشِيّ,حَبَش
حبل	حَبَل,حَبِل,حَبَّل,حَبْل
حبلة	حَبَل,حَبَّل,حَبْل
حبنج	NOTFOUND
حبوكر	NOTFOUND
حبوتن	حَبا
حبونن	NOTFOUND
حبونى	حَبّ-ِ,حَبا
الحبيا	NOTFOUND
حبيب	حَبِيب
حبيبة	حُبَيْبَة,حَبِيب
الحبيبة	حُبَيْبَة,حَبِيب
حبير	NOTFOUND
الحبير	NOTFOUND
حبيس	حَبِيس
حبيش	NOTFOUND
حبيض	NOTFOUND
حبين	NOTFOUND
حبي	حَبّ,حُبِّيّ,حُبّ
حبى	حَبّ,حُبِّيّ,حُبّ
الحتات	حُتات
حتاوة	NOTFOUND
الحت	أَلَحّ,أَلاح
حتمة	حَتَّم,حَتْم,حَتَم-ِ
الحثا	NOTFOUND
حثاث	NOTFOUND
حثمة	NOTFOUND
حثن	NOTFOUND
حجاج	حاجّ
الحجارة	حَجّار,حَجَر
الحجاز	حِجاز
الحجائز	NOTFOUND
حجبة	حاجِب,حَجَّب,حَجَب,حِجاب,حَجْب
الحجر	حُجْرَة,حَجَر,حِجْر,حَجْر
حجر	حُجْرَة,حَجَر,حَجَّر,حِجْر,حَجْر
الحجر	حُجْرَة,حَجَر,حِجْر,حَجْر
حجر	حُجْرَة,حَجَر,حَجَّر,حِجْر,حَجْر
حجرة	حُجْرَة,حَجَر,حَجَّر,حَجْر,حِجْر
حجرا	حُجْرَة,حَجَر,حَجَّر,حَجْر,حِجْر
الحجلاء	NOTFOUND
الحجلاوان	NOTFOUND
حجور	NOTFOUND
الحجون	NOTFOUND
حجة	حِجَّة,حُجَّة,حَجّ
حجيان	حَجِيّ
الحجيب	NOTFOUND
حجيرا	NOTFOUND
الحجيريات	NOTFOUND
الحجيل	NOTFOUND
الحجيلاء	NOTFOUND
حداء	حَدَأَة,حَدّاء,حُداء
حداب	حَدَب
الحدادة	حِدادَة
الحدادية	NOTFOUND
حداره	NOTFOUND
الحدالى	NOTFOUND
حدان	NOTFOUND
الحدباء	أَحْدَب
الحدثان	حَدَث,حِدْثان
الحدث	حَدَث
حدثة	حَدَث
حدد	حَدَّد
حدر	حَدَر-ِ,حَدَّر,حَدُر,حَدَر
حدس	حَدْس,حَدَس-ُِ
حدمة	NOTFOUND
حدواء	NOTFOUND
حدوداء	NOTFOUND
حدورة	حَدُور
الحدة	لَحَد-َ,حِدَة,حِدَّة,أَلْحَد
حدة	حِدَة,حِدَّة,حَدّ
الحديباء	NOTFOUND
الحديبية	حُدَيْبِيَّة
الحديثة	حَدِيث
الحديثة	حَدِيث
الحديجاء	NOTFOUND
حديجاء	NOTFOUND
الحديقا	NOTFOUND
الحديقة	حَدِيقَة
حديلة	NOTFOUND
حذارق	NOTFOUND
الحذرية	NOTFOUND
الحذنة	NOTFOUND
حذيم	NOTFOUND
حذية	NOTFOUND
الحذية	NOTFOUND
حرا	حُرّ,حَرّ
حراء	حِراء
الحرار	حَرّان,حَرّار
حرار	حَرّان,حَرّار
حراز	NOTFOUND
حراضان	NOTFOUND
حراض	NOTFOUND
حراضة	NOTFOUND
حرام	حَرام
الحرامية	حَرامِيّ
حران	حُرّ,حَرّان
حران	حُرّ,حَرّان
الحران	حُرّ,حَرّان
حران	حُرّ,حَرّان
حرب	حَرْب
حربث	NOTFOUND
الحربث	NOTFOUND
حربنفسا	NOTFOUND
حربنوش	NOTFOUND
حربة	حَرْبَة,حَرْب
الحربية	حَرْبِيّ
حربى	حَرْبِيّ,حَرْب
حرث	حَرَث-ُِ,حَرْث
حرج	حَرَّج,حَرَج,حَرِج-َ,حَرِج
الحرجلة	NOTFOUND
حرجة	حَرَّج,حَرَج,حَرِج
الحرجة	حَرَج,حَرِج
حردان	حَرْدان,حَرِد
حرد	حَرِد,حَرِد-َ,حَرَد
حردفنة	NOTFOUND
حردفنين	NOTFOUND
حردة	حَرِد,حَرَد
حر	حُرّ,حَرّ
الحر	حُرّ,حَرّ
حرزم	NOTFOUND
حرس	حَرَس
حرستا	حَرَس
حرستا	حَرَس
حرشان	حَرِش
حرص	حَرِص-َ,حَرَص-ِ,حِرْص
حرض	حَرَض-ِ,حَرَّض
حرض	حَرَض-ِ,حَرَّض
حرف	حَرْف,حِرْفَة,حَرَف-ِ,حَرَّف
الحرف	حَرْف,حِرْفَة
الحرقات	NOTFOUND
حرقم	NOTFOUND
الحرقة	حُرْقَة
حرك	حُرّ,حَرَّك,حَرّ
حرلان	NOTFOUND
الحرملية	NOTFOUND
الحرم	حُرْمَة,حَرَم
حرم	حَرِم-َ,حُرْمَة,حَرُم,حَرَّم,حَرَم,حَرَم-ُِ
حرم	حَرِم-َ,حُرْمَة,حَرُم,حَرَّم,حَرَم,حَرَم-ُِ
الحرم	حُرْمَة,حَرَم
حرمة	حُرْمَة,حَرَّم,حَرَم,حَرَم-ُِ
حرنق	NOTFOUND
حرنة	حار
حروراء	NOTFOUND
الحرورية	NOTFOUND
حروس	NOTFOUND
حرة	حُرّ,حَرَّة,حَرّ
حريات	حَرِيّ,حُرِّيَّة
حريداء	NOTFOUND
الحريرة	حُرَيْرَة
حريز	حَرِيز
الحريش	NOTFOUND
الحريضة	NOTFOUND
حريم	حَرِيم
الحريم	حَرِيم
الحريم	حَرِيم
حرين	حُرّ,حَرَى
حريوين	NOTFOUND
حزاء	NOTFOUND
حزاز	حَزاز
الحزامون	NOTFOUND
الحزانة	NOTFOUND
حزر	حَزَر-ُِ,حَزْر
حزرم	NOTFOUND
حزرة	حَزْر,حَزَر-ُِ
الحز	حَزّ
حزمان	NOTFOUND
الحزم	حُزْمَة,حَزْم,حِزام
الحزمرية	NOTFOUND
حزن	حَزَن,حَزْن,حُزْن,حَزَّن,حاز-ِ,حاز,حَزِن-َ
حزن	حَزَن,حَزْن,حُزْن,حَزَّن,حاز-ِ,حاز,حَزِن-َ
حزنة	حَزَن,حَزْن,حَزَّن,حُزْن,حاز-ِ,حاز
حزواء	NOTFOUND
حزورة	حَزُّورَة
حزوى	NOTFOUND
حزة	حَزّ
حزيز	NOTFOUND
الحزيز	NOTFOUND
حزيز	NOTFOUND
الحزين	حَزّ,حَزِين
الحساء	حَساء
الحسا	NOTFOUND
حسا	حِسّ,حَسا,حَسّ,حَسّ-ِ
حسان	حَسَن
الحسانيات	NOTFOUND
الحسبة	حَسَب
حسلات	NOTFOUND
حسلة	NOTFOUND
حسم	حَسَم-ِ,حَسْم
حسمى	حَسْم
حسنا	حَسَّن,حَسَن,حَسُن,حُسْن,حِسّ,حَسّ,حَسّ-ِ
حسناباذ	NOTFOUND
الحسنان	حَسَن
الحسن	حَسَن,حُسْن
حسنة	حَسَنَة,حَسَّن,حَسَن,حُسْن
الحسنية	NOTFOUND
الحسني	لَحَس-َ,حُسْنِي,لَحِس-َ,أَحْسَن
الحسيان	حِسِّيّ
حسيكة	NOTFOUND
حسيلة	NOTFOUND
الحشا	حَشاً
الحشاد	NOTFOUND
الحشار	NOTFOUND
حشاش	حُشاش,حَشّاش
الحشاك	NOTFOUND
حشان	NOTFOUND
حشر	حَشَر-ُِ,حَشْر
الحصاء	NOTFOUND
الحصاب	NOTFOUND
الحصاصة	NOTFOUND
الحصان	حِصان
حصان	حِصان
الحصحاص	NOTFOUND
الحص	حُصّ
حصناباذ	NOTFOUND
الحصنان	NOTFOUND
الحصن	حِصان,حِصْن
الحصوص	NOTFOUND
الحصيب	NOTFOUND
الحصيدات	حَصِيد
الحصيد	حَصِيد
حصير	حَصِير
الحصيص	NOTFOUND
الحصيلية	NOTFOUND
الحصين	حُصَيْن,حَصِين
حضار	NOTFOUND
حضارم	حَضْرَمِيّ
حضارة	حَضارَة
حضر	حَضَّر,حَضَر
الحضر	حَضَر
حضرموت	حَضْرَمَوْت
حضرة	حَضَّر,حَضَر,حَضْرَة
الحضنان	NOTFOUND
حضن	حاض-ِ,حِضْن,حَضَن
حضور	حُضُور
حضوضى	NOTFOUND
الحضوض	NOTFOUND
حضوة	حَضّ
حضيان	NOTFOUND
حضير	NOTFOUND
الحضيرية	NOTFOUND
الحطمية	NOTFOUND
الحطيم	حَطِيم
حطين	حِطِّين
الحظائر	حَظِيرَة
حظيان	حَظِيّ
الحظيرة	حَظِيرَة
حفاء	NOTFOUND
حفار	حَفّار
حفاش	NOTFOUND
حفاف	حِفاف
حفان	NOTFOUND
الحفائر	حَفِيرَة
حفائل	NOTFOUND
حفر	حَفَر-ِ,حُفْرَة,حَفْر
الحفر	حُفْرَة,حَفْر
حفر	حَفَر-ِ,حُفْرَة,حَفْر
الحفرة	حُفْرَة
حفصاباذ	NOTFOUND
حفنا	حَفَن,حَفّ,حاف-ِ
حفن	حَفَن,حاف-ِ
الحفة	لِحاف,أَلْحَف,لَحَف-َ
حفياء	NOTFOUND
حفيتن	حَفِي-َ
حفير	حَفِير
الحفير	حَفِير
حفير	حَفِير
الحفير	حَفِير
الحفيرة	حَفِيرَة,حَفِير
حقاء	حَقْو
الحقاب	حُقْب
حقال	NOTFOUND
حقلاء	NOTFOUND
حقل	حَقْل
الحقل	حَقْل
حقل	حَقْل
الحقلة	NOTFOUND
الحقو	حَقْو
الحقيبة	حَقِيبَة
حقين	NOTFOUND
حقيل	NOTFOUND
الحكامية	NOTFOUND
الحكرة	حُكْرَة
الحككات	NOTFOUND
حكمان	حُكْم,حَكَم
حكم	حَكَّم,حُكْم,حَكَم
حلاحل	NOTFOUND
حلال	حَلال
الحلال	حَلال
حلال	حَلال
حلامات	NOTFOUND
الحلاوة	حَلاوَة
الحلاءة	NOTFOUND
الحلائق	NOTFOUND
حلبان	NOTFOUND
حلب	حَلَب,حَلَب-ُِ,حَلْب
حلب	حَلَب,حَلَب-ُِ,حَلْب
حلبة	حَلَب,حَلْبَة,حَلَب-ُِ,حَلْب
الحلبة	حَلْبَة
حلحل	حَلْحَل
حلحول	حَلْحُول
حلف	حَلَف-ِ,حَلَّف,حَلْف,حِلْف
حلفبلتا	NOTFOUND
الحلمتان	حَلَم
حلوان	حُلْوان,حُلْو
حلوة	حَلَى,حُلْوَة,حَلَّى,حُلْو,حَلّ
حلوة	حَلَى,حُلْوَة,حَلَّى,حُلْو,حَلّ
الحلة	حِلَّة,حَلَّة,حُلَّة
حليت	حَلَى,حَلَّى,حَلِي-َ
الحليسية	NOTFOUND
الحليفات	حَلِيف
الحليف	حَلِيف
الحليفة	حَلِيف
الحليقة	حَلِيق
الحليل	حَلِيل
حليمات	حَلِيم
حليمة	حَلِيم
حلية	حَلْي,حِلْيَة,حَلّ
حلي	حِلّ,حَلْي,حَلَى,حِلْيَة,حَلَّى,حَلِي-َ,حَلّ
الحما	حَم
حماتا	حَماة
الحماتان	حَماة
الحمادة	حَمّادة,حَمادَة
حمار	حَمّار,حِمار
الحمارة	حَمّار,حِمارَة
حماساء	NOTFOUND
حماس	حَماس
حماطان	NOTFOUND
حماط	حَماط
حماك	حُمَة,حَم,حِمَى,حَمّ,حَمَى-ِ,حُمَّى,حَمَّى
حمال	حَمّال
حمام	حَمام,حَمّام
الحمام	حَمام,حَمّام
حمام	حَمام,حَمّام
الحمام	حَمام,حَمّام
حمام	حَمام,حَمّام
حمامة	حَمام,حَمّام
حماة	حُمَة,حَم,حِمَى,حَمّ,حَمَى-ِ,حَماة,حُمَّى,حامِي,حَمَّى
الحمائر	حِمارَة
الحمائم	حَمام
حمدان	حَمْدان
الحمراء	أَحْمَر
حمراندز	NOTFOUND
حمران	NOTFOUND
حمر	حُمَر,حَمَّر,حِمار,أَحْمَر
حمزان	NOTFOUND
حمزة	حَمْزَة,حَمْز,حَمَز-ِ
حمص	حِمْص,حَمَّص,حُمُّص
حمض	حَمْض,حَمُض,حَمَّض
حمضة	حَمْض,حَمَّض
حمضى	حَمْض,حَمْضِيّ
حملان	NOTFOUND
حمل	حَمْل,حَمَل,حَمَل-ِ,حِمْل,حَمَّل
حم	حَم,حَمّ
حمم	حُمَم,حَمَّم
حمنان	NOTFOUND
حمورية	NOTFOUND
حمة	حُمَة,حَم,حُمَّة,حَمَّة,حَمّ
الحمة	حُمَة,حُمَّة,حَمَّة,لَحَم,لَحِم-َ,لَحَّم
حميان	حَمِيّ,حُمِّيّ
الحميراء	NOTFOUND
حمير	حِمار
الحميريون	NOTFOUND
حميض	NOTFOUND
حميط	NOTFOUND
الحميلية	NOTFOUND
الحميمة	حَمِيم
الحمى	حُمَة,حَم,حَمِيّ,حِمَى,حُمِّيّ,حُمَّى
الحناءتان	NOTFOUND
الحناءة	NOTFOUND
الحنابج	NOTFOUND
الحناجر	حَنْجَر
الحناظل	NOTFOUND
الحناك	أَلْحَن,أَلاح
حناك	حان-ِ
الحنان	حَنان
الحنانة	حَنانَة
حنبا	NOTFOUND
حنبل	حَنْبَل
الحنبلي	حَنْبَلِيّ
حنجر	حَنْجَر
حندرة	NOTFOUND
حندوثا	NOTFOUND
الحندورة	NOTFOUND
حنذ	NOTFOUND
حنش	حَنَش
حنص	NOTFOUND
حنظلة	حَنْظَل
الحنفاء	حَنِيف
الحنو	حُنُوّ,حِنْو,حَنْو
الحنيبج	NOTFOUND
حنيذ	NOTFOUND
الحنيظلة	NOTFOUND
حنيف	حَنِيف
حنيناء	NOTFOUND
حنين	حَنِين
الحني	أَلْحَن,أَلَحّ,لَحا,لاح,لَحَى,حَنْي,لَحَّن,أَلاح,لَحَن-َ
حواء	حَوّاء
الحوأب	NOTFOUND
حوار	حارَة,حِوار
حوارة	حُوّارَة,حَوّارَة,حِوار
حوارين	حِوار
حواطب	NOTFOUND
الحواطب	NOTFOUND
حواق	NOTFOUND
الحوامض	حامِض
حوان	حَوانِي
حوايا	حَوِيَّة
حواية	حَوايَة
حوتنانان	NOTFOUND
حوراء	أَحْوَر
الحوراء	أَحْوَر
حوران	حَوْران
حور	حَوَّر,أَحْوَر,حَوِر-َ,حَوَر,حُورِيَّة
حورة	حَوَّر,أَحْوَر,حَوَر,حُورِيَّة
حورى	أَحْوَر,حَوَر,حُورِيَّة
حوزان	NOTFOUND
الحوز	حَوْز
حوزة	حَوْز,حَوْزَة
حوشب	NOTFOUND
الحوش	حَوَش,حَوْش
حوشي	حَوَش,حَوْش,حُوشِيّ
حوصاء	حَوَص
حوصلاء	NOTFOUND
حوضاء	NOTFOUND
الحوض	حَوْض
حوضى	حَوْض
حوط	حَوَّط
الحوف	حَوْف
حوق	حَوَّق
حولان	NOTFOUND
حولايا	NOTFOUND
الحولة	NOTFOUND
الحومان	NOTFOUND
حومل	NOTFOUND
حومى	NOTFOUND
الحوة	أَلَحّ,لَحا
الحوياء	NOTFOUND
حويذان	NOTFOUND
الحويزة	NOTFOUND
حوي	حَوَى-ِ
حياء	حَياء
الحيار	NOTFOUND
حيان	حَيّ
الحيانية	NOTFOUND
حياوة	NOTFOUND
حيدث	NOTFOUND
حيدة	حَيْدَة,حَيْد,حَيَّد
الحير	حَيْر
حيرة	حَيْرَة,حَيَّر,حَيْر
الحيرة	حَيْرَة
حيزان	حَيِّز
الحيز	حَيِّز
حيس	NOTFOUND
حيض	حَيْض
حيطوب	NOTFOUND
حيفاء	NOTFOUND
حيفا	حَيْفا,حَيْف
الحيق	حَيْق
حيلان	NOTFOUND
